,question,summary,link,answers
203,figure of imshow() is too small,"I'm trying to visualize a numpy array using imshow() since it's similar to imagesc() in Matlab.

imshow(random.rand(8, 90), interpolation='nearest')
The resulting figure is very small at the center ...",https://stackoverflow.com/questions/10540929/figure-of-imshow-is-too-small,"[""I'm trying to visualize a numpy array using imshow() since it's similar to imagesc() in Matlab."", ""If you don't give an aspect argument to imshow, it will use the value for image.aspect in your matplotlibrc. The default for this value in a new matplotlibrc is equal.\nSo imshow will plot your array with equal aspect ratio."", ""That's strange, it definitely works for me:"", ""I'm new to python too. Here is something that looks like will do what you want to"", 'This works with matplotlip 3.2.1:']"
204,Unable to allocate array with shape and data type,"I'm facing an issue with allocating huge arrays in numpy on Ubuntu 18 while not facing the same issue on MacOS.

I am trying to allocate memory for a numpy array with shape (156816, 36, 53806)
with 

...",https://stackoverflow.com/questions/57507832/unable-to-allocate-array-with-shape-and-data-type,"[""I'm facing an issue with allocating huge arrays in numpy on Ubuntu 18 while not facing the same issue on MacOS."", ""This is likely due to your system's overcommit handling mode."", ""I had this same problem on Window's and came across this solution. So if someone comes across this problem in Windows the solution for me was to increase the pagefile size, as it was a Memory overcommitment problem for me too."", 'I came across this problem on Windows too. The solution for me was to switch from a 32-bit to a 64-bit version of Python. Indeed, a 32-bit software, like a 32-bit CPU, can adress a maximum of 4\xa0GB of RAM (2^32). So if you have more than 4 GB of RAM, a 32-bit version cannot take advantage of it.', 'In my case, adding a dtype attribute changed dtype of the array to a smaller type(from float64 to uint8), decreasing array size enough to not throw MemoryError in Windows(64 bit).', 'Sometimes, this error pops up because of the kernel has reached its limit. Try to restart the kernel redo the necessary steps.', 'change the data type to another one which uses less memory works. For me, I change the data type to numpy.uint8:']"
205,How do you do natural logs (e.g. “ln()”) with numpy in Python?,"Using numpy, how can I do the following:

ln(x)
Is it equivalent to:

np.log(x)
I apologise for such a seemingly trivial question, but my understanding of the difference between log and ln is that ...",https://stackoverflow.com/questions/10593100/how-do-you-do-natural-logs-e-g-ln-with-numpy-in-python,"['Using numpy, how can I do the following:', 'np.log is ln, whereas np.log10 is your standard base 10 log.', 'Correct, np.log(x) is the Natural Log (base e log) of x.', 'I usually do like this:', 'You could simple just do the reverse by making the base of log to e.']"
206,What is the difference between NaN and None?,I am reading two columns of a csv file using pandas readcsv() and then assigning the values to a dictionary. The columns contain strings of numbers and letters. Occasionally there are cases where a ...,https://stackoverflow.com/questions/17534106/what-is-the-difference-between-nan-and-none,"['I am reading two columns of a csv file using pandas readcsv() and then assigning the values to a dictionary. The columns contain strings of numbers and letters. Occasionally there are cases where a cell is empty. In my opinion, the value read to that dictionary entry should be None but instead nan is assigned. Surely None is more descriptive of an empty cell as it has a null value, whereas nan just says that the value read is not a number.', 'NaN is used as a placeholder for missing data consistently in pandas, consistency is good. I usually read/translate NaN as ""missing"". Also see the \'working with missing data\' section in the docs.', ""NaN can be used as a numerical value on mathematical operations, while None cannot (or at least shouldn't)."", 'The function isnan() checks to see if something is ""Not A Number"" and will return whether or not a variable is a number, for example isnan(2) would return false', 'Below are the differences:', 'NaN stants for NOT a number.\nNone might stand for any.']"
207,Is there an analysis speed or memory usage advantage to using HDF5 for large array storage (instead of flat binary files)?,"I am processing large 3D arrays, which I often need to slice in various ways to do a variety of data analysis. A typical ""cube"" can be ~100GB (and will likely get larger in the future)

It seems that ...",https://stackoverflow.com/questions/27710245/is-there-an-analysis-speed-or-memory-usage-advantage-to-using-hdf5-for-large-arr,"['I am processing large 3D arrays, which I often need to slice in various ways to do a variety of data analysis. A typical ""cube"" can be ~100GB (and will likely get larger in the future)', ""Some of the main advantages of HDF5 are its hierarchical structure (similar to folders/files), optional arbitrary metadata stored with each item, and its flexibility (e.g. compression).  This organizational structure and metadata storage may sound trivial, but it's very useful in practice.""]"
208,data type not understood,"I'm trying to use a matrix to compute stuff. The code is this

import numpy as np
# some code
mmatrix = np.zeros(nrows, ncols)
print mmatrix[0, 0]
but I get 'data type not understood', and it works ...",https://stackoverflow.com/questions/5446522/data-type-not-understood,"[""I'm trying to use a matrix to compute stuff. The code is this"", 'Try:']"
209,python how to pad numpy array with zeros,"I want to know how I can pad a 2D numpy array with zeros using python 2.6.6 with numpy version 1.5.0. Sorry! But these are my limitations. Therefore I cannot use np.pad. For example, I want to pad a ...",https://stackoverflow.com/questions/35751306/python-how-to-pad-numpy-array-with-zeros,"['I want to know how I can pad a 2D numpy array with zeros using python 2.6.6 with numpy version 1.5.0. Sorry! But these are my limitations. Therefore I cannot use np.pad. For example, I want to pad a with zeros such that its shape matches b. The reason why I want to do this is so I can do:', 'Very simple, you create an array containing zeros using the reference shape:', 'NumPy 1.7.0 (when numpy.pad was added) is pretty old now (it was released in 2013) so even though the question asked for a way without using that function I thought it could be useful to know how that could be achieved using numpy.pad.', 'I understand that your main problem is that you need to calculate d=b-a but your arrays have different sizes. There is no need for an intermediate padded c', 'In case you need to add a fence of 1s to an array:', ""I know I'm a bit late to this, but in case you wanted to perform relative padding (aka edge padding), here's how you can implement it. Note that the very first instance of assignment results in zero-padding, so you can use this for both zero-padding and relative padding (this is where you copy the edge values of the original array into the padded array).""]"
210,convert nan value to zero,"I have a 2D numpy array. Some of the values in this array are NaN. I want to perform certain operations using this array. For example consider the array:

[[   0.   43.   67.    0.   38.]
 [ 100.   86....",https://stackoverflow.com/questions/5124376/convert-nan-value-to-zero,"['I have a 2D numpy array. Some of the values in this array are NaN. I want to perform certain operations using this array. For example consider the array:', 'This should work:', 'Where A is your 2D array:', 'How about nan_to_num()?', 'You could use np.where to find where you have NaN:', ""A code example for drake's answer to use nan_to_num:"", 'You can use numpy.nan_to_num  :', 'nan is never equal to nan', 'You can use lambda function, an example for 1D array:', ""For your purposes, if all the items are stored as str and you just use sorted as you are using and then check for the first element and replace it with '0'""]"
211,How do I compute derivative using Numpy?,"How do I calculate the derivative of a function, for example 
  y = x2+1 
using numpy?

Let's say, I want the value of derivative at x = 5...",https://stackoverflow.com/questions/9876290/how-do-i-compute-derivative-using-numpy,"['How do I calculate the derivative of a function, for example', 'You have four options', ""The most straight-forward way I can think of is using numpy's gradient function:"", 'NumPy does not provide general functionality to compute derivatives.  It can handles the simple special case of polynomials however:', 'Assuming you want to use numpy, you can numerically compute the derivative of a function at any point using the  Rigorous definition:', ""I'll throw another method on the pile..."", 'To calculate gradients, the machine learning community uses Autograd:', 'Depending on the level of precision you require you can work it out yourself, using the simple proof of differentiation:', 'You can use scipy, which is pretty straight forward:']"
212,Using a pre-trained word embedding (word2vec or Glove) in TensorFlow,I've recently reviewed an interesting implementation for convolutional text classification. However all TensorFlow code I've reviewed uses a random (not pre-trained) embedding vectors like the ...,https://stackoverflow.com/questions/35687678/using-a-pre-trained-word-embedding-word2vec-or-glove-in-tensorflow,"[""I've recently reviewed an interesting implementation for convolutional text classification. However all TensorFlow code I've reviewed uses a random (not pre-trained) embedding vectors like the following:"", ""There are a few ways that you can use a pre-trained embedding in TensorFlow. Let's say that you have the embedding in a NumPy array called embedding, with vocab_size rows and embedding_dim columns and you want to create a tensor W that can be used in a call to tf.nn.embedding_lookup()."", 'I use this method to load and share embedding.', 'The answer of @mrry is not right because it provoques the overwriting of the embeddings weights each the network is run, so if you are following a minibatch approach to train your network, you are overwriting the weights of the embeddings. So, on my point of view the right way to pre-trained embeddings is:', '2.0 Compatible Answer: There are many Pre-Trained Embeddings, which are developed by Google and which have been Open Sourced.', 'With tensorflow version 2 its quite easy if you use the Embedding layer', 'I was also facing embedding issue, So i wrote detailed tutorial with dataset. \nHere I would like to add what I tried You can also try this method,']"
213,Selecting specific rows and columns from NumPy array,"I've been going crazy trying to figure out what stupid thing I'm doing wrong here.

I'm using NumPy, and I have specific row indices and specific column indices that I want to select from. Here's the ...",https://stackoverflow.com/questions/22927181/selecting-specific-rows-and-columns-from-numpy-array,"[""I've been going crazy trying to figure out what stupid thing I'm doing wrong here."", 'Fancy indexing requires you to provide all indices for each dimension. You are providing 3 indices for the first one, and only 2 for the second one, hence the error. You want to do something like this:', 'As Toan suggests, a simple hack would be to just select the rows first, and then select the columns over that.', 'USE:', 'Using np.ix_ is the most convenient way to do it (as answered by others), but here is another interesting way to do it:']"
214,How to remove all rows in a numpy.ndarray that contain non-numeric values,"Basically, I'm doing some data analysis.  I read in a dataset as a numpy.ndarray and some of the values are missing (either by just not being there, being NaN, or by being a string written ""NA"").

I ...",https://stackoverflow.com/questions/11453141/how-to-remove-all-rows-in-a-numpy-ndarray-that-contain-non-numeric-values,"['Basically, I\'m doing some data analysis.  I read in a dataset as a numpy.ndarray and some of the values are missing (either by just not being there, being NaN, or by being a string written ""NA"").', 'and reassign this to a.']"
215,subsampling every nth entry in a numpy array,"I am a beginner with numpy, and I am trying to extract some data from a long numpy array. What I need to do is start from a defined position in my array, and then subsample every nth data point from ...",https://stackoverflow.com/questions/25876640/subsampling-every-nth-entry-in-a-numpy-array,"['I am a beginner with numpy, and I am trying to extract some data from a long numpy array. What I need to do is start from a defined position in my array, and then subsample every nth data point from that position, until the end of my array.', ""You can use numpy's slicing, simply start:stop:step.""]"
216,Plotting a fast Fourier transform in Python,"I have access to NumPy and SciPy and want to create a simple FFT of a data set. I have two lists, one that is y values and the other is timestamps for those y values.
What is the simplest way to feed ...",https://stackoverflow.com/questions/25735153/plotting-a-fast-fourier-transform-in-python,"['I have access to NumPy and SciPy and want to create a simple FFT of a data set. I have two lists, one that is y values and the other is timestamps for those y values.', 'So I run a functionally equivalent form of your code in an IPython notebook:', 'The important thing about fft is that it can only be applied to data in which the timestamp is uniform (i.e. uniform sampling in time, like what you have shown above).', ""The high spike that you have is due to the DC (non-varying, i.e. freq = 0) portion of your signal. It's an issue of scale. If you want to see non-DC frequency content, for visualization, you may need to plot from the offset 1 not from offset 0 of the FFT of the signal."", 'Just as a complement to the answers already given, I would like to point out that often it is important to play with the size of the bins for the FFT. It would make sense to test a bunch of values and pick the one that makes more sense to your application. Often, it is in the same magnitude of the number of samples. This was as assumed by most of the answers given, and produces great and reasonable results. In case one wants to explore that, here is my code version:', ""I've built a function that deals with plotting FFT of real signals. The extra bonus in my function relative to the messages above is that you get the ACTUAL amplitude of the signal.\nAlso, because of the assumption of a real signal, the FFT is symmetric so we can plot only the positive side of the x axis:"", 'There are already great solutions on this page, but all have assumed the dataset is uniformly/evenly sampled/distributed. I will try to provide a more general example of randomly sampled data. I will also use this MATLAB tutorial as an example:', 'I write this additionnal answer to explain the origins of the diffusion of the spikes when using fft and especially discuss the scipy.fftpack tutorial with which I disagree at some point.']"
217,Replacing Numpy elements if condition is met,I have a large numpy array that I need to manipulate so that each element is changed to either a 1 or 0 if a condition is met (will be used as a pixel mask later). There are about 8 million elements ...,https://stackoverflow.com/questions/19766757/replacing-numpy-elements-if-condition-is-met,"['I have a large numpy array that I need to manipulate so that each element is changed to either a 1 or 0 if a condition is met (will be used as a pixel mask later). There are about 8 million elements in the array and my current method takes too long for the reduction pipeline:', 'You can shorten this with:', 'See, eg, Indexing with boolean arrays.', 'The quickest (and most flexible) way is to use np.where, which chooses between two arrays according to a mask(array of true and false values):', 'You can create your mask array in one step like this', 'I am not sure I understood your question, but if you write:']"
218,sort eigenvalues and associated eigenvectors after using numpy.linalg.eig in python,"I'm using numpy.linalg.eig to obtain a list of eigenvalues and eigenvectors:

A = someMatrixArray
from numpy.linalg import eig as eigenValuesAndVectors

solution = eigenValuesAndVectors(A)

...",https://stackoverflow.com/questions/8092920/sort-eigenvalues-and-associated-eigenvectors-after-using-numpy-linalg-eig-in-pyt,"[""I'm using numpy.linalg.eig to obtain a list of eigenvalues and eigenvectors:"", 'Use numpy.argsort. It returns the indices one would use to sort the array.', 'Above answer by unutbu is very crisp and concise. But, here is another way we can do it which more general and can be used for lists as well.', ""The ubuntu's piece of code doesn't work on my Python 3.6.5. It leads run-time errors. So, I refactored his/her code to this one which works ok on my test cases:""]"
219,How does python numpy.where() work?,"I am playing with numpy and digging through documentation and I have come across some magic. Namely I am talking about numpy.where():

>>> x = np.arange(9.).reshape(3, 3)
>>> np....",https://stackoverflow.com/questions/5642457/how-does-python-numpy-where-work,"['I am playing with numpy and digging through documentation and I have come across some magic. Namely I am talking about numpy.where():', 'How do they achieve internally that you are able to pass something like x > 5 into a method?', 'Old Answer\nit is kind of confusing.  It gives you the LOCATIONS (all of them) of where your statment is true.', ""np.where returns a tuple of length equal to the dimension of the numpy ndarray on which it is called (in other words ndim) and each item of tuple is a numpy ndarray of indices of all those values in the initial ndarray for which the condition is True. (Please don't confuse dimension with shape)""]"
220,Test if numpy array contains only zeros,"We initialize a numpy array with zeros as bellow:

np.zeros((N,N+1))
But how do we check whether all elements in a given n*n numpy array matrix is zero.
The method just need to return a True if all ...",https://stackoverflow.com/questions/18395725/test-if-numpy-array-contains-only-zeros,"['We initialize a numpy array with zeros as bellow:', 'Check out numpy.count_nonzero.', 'The other answers posted here will work, but the clearest and most efficient function to use is numpy.any():', ""I'd use np.all here, if you have an array a:"", 'As another answer says, you can take advantage of truthy/falsy evaluations if you know that 0 is the only falsy element possibly in your array. All elements in an array are falsy iff there are not any truthy elements in it.*', ""If you're testing for all zeros to avoid a warning on another numpy function then wrapping the line in a try, except block will save having to do the test for zeros before the operation you're interested in i.e.""]"
221,How do I calculate r-squared using Python and Numpy?,"I'm using Python and Numpy to calculate a best fit polynomial of arbitrary degree.  I pass a list of x values, y values, and the degree of the polynomial I want to fit (linear, quadratic, etc.).

This ...",https://stackoverflow.com/questions/893657/how-do-i-calculate-r-squared-using-python-and-numpy,"[""I'm using Python and Numpy to calculate a best fit polynomial of arbitrary degree.  I pass a list of x values, y values, and the degree of the polynomial I want to fit (linear, quadratic, etc.)."", ""From the numpy.polyfit documentation, it is fitting linear regression.  Specifically, numpy.polyfit with degree 'd' fits a linear regression with the mean function"", 'A very late reply, but just in case someone needs a ready function for this:', 'From yanl (yet-another-library) sklearn.metrics has an r2_score function;', 'I have been using this successfully, where x and y are array-like.', ""I originally posted the benchmarks below with the purpose of recommending numpy.corrcoef, foolishly not realizing that the original question already uses corrcoef and was in fact asking about higher order polynomial fits.  I've added an actual solution to the polynomial r-squared question using statsmodels, and I've left the original benchmarks, which while off-topic, are potentially useful to someone."", 'R-squared is a statistic that only applies to linear regression.', 'The wikipedia article on r-squareds suggests that it may be used for general model fitting rather than just linear regression.', 'Here is a function to compute  the weighted r-squared with  Python and Numpy (most of the code comes from sklearn):', ""Here's a very simple python function to compute R^2 from the actual and predicted values assuming y and y_hat are pandas series:"", 'From scipy.stats.linregress source. They use the average sum of squares method.', 'You can execute this code directly, this will find you the polynomial, and will find you the R-value you can put a comment down below if you need more explanation.']"
222,ImportError: cannot import name NUMPY_MKL,"I am trying to run the following simple code 

import scipy
scipy.test()
But I am getting the following error

Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  ...",https://stackoverflow.com/questions/37267399/importerror-cannot-import-name-numpy-mkl,"['I am trying to run the following simple code', ""If you look at the line which is causing the error, you'll see this:"", 'Reinstall numpy-1.11.0_XXX.whl (for your Python) from www.lfd.uci.edu/~gohlke/pythonlibs. This file has the same name and version if compare with the variant downloaded by me earlier 29.03.2016, but its size and content differ from old variant. After re-installation error disappeared.', ""I'm not sure if this is a good solution but it removed the error. \nI commented out the line:"", 'I had the same problem while installing gensim on windows. Gensim is dependent on scipy and scipy on numpy. Making all three work is real pain. It took me a lot of time to make all there work on same time.', ""I don't have enough reputation to comment but I want to add, that the cp number of the .whl file stands for your python version."", 'The reason for the error is you upgraded your numpy library of which there are some functionalities from scipy that are required by the current version for it to run which may not be found in scipy. Just upgrade your scipy library using python -m pip install scipy --upgrade. I was facing the same error and this solution worked on my python 3.5.', 'From your log its clear that numpy package is missing. As mention in the PyPI package:', 'I recently got the same error when trying to load scipy in jupyter (python3.x, win10), although just having upgraded to numpy-1.13.3+mkl through pip. \nThe solution was to simply upgrade the scipy package (from v0.19 to v1.0.0).', 'yes,Just reinstall numpy,it works.']"
223,"scipy: savefig without frames, axes, only content","In numpy/scipy I have an image stored in an array. I can display it, I want to save it using savefig without any borders, axes, labels, titles,... Just pure image, nothing else.

I want to avoid ...",https://stackoverflow.com/questions/8218608/scipy-savefig-without-frames-axes-only-content,"['In numpy/scipy I have an image stored in an array. I can display it, I want to save it using savefig without any borders, axes, labels, titles,... Just pure image, nothing else.', 'EDIT', 'An easier solution seems to be:', 'You can find the bbox of the image inside the axis (using get_window_extent), and use the bbox_inches parameter to save only that portion of the image:', ""I've tried several options in my case, and the best solution was this:"", 'I will suggest heron13 answer with a slight addition borrowed from here to remove the padding left after setting the bbox to tight mode, therefore:', 'This one work for me', 'I had the same problem while doing some visualization using librosa where I wanted to extract content of the plot without any other information. So this my approach. unutbu answer also helps me to make to work.', 'For anybody trying to do this in Jupyter', ""While the above answers address removing margins and padding, they did not work for me in removing labels. Here's what worked, for anyone who stumbles upon this question later:"", 'I tried to get rid of the border too, using tips here but nothing really worked.\nSome fiddling about and I found that changing the faceolor gave me no border in jupyter labs (Any color resulted in getting rid of the white border). \nHope this helps.', 'Actually I have tried this recently and instead of all these lines, you can use', 'For me, this code made similar the input image size without frame and axes from matehat, unutbu, and WHZW codes:']"
224,Ambiguity in Pandas Dataframe / Numpy Array “axis” definition,"I've been very confused about how python axes are defined, and whether they refer to a DataFrame's rows or columns. Consider the code below:

>>> df = pd.DataFrame([[1, 1, 1, 1], [2, 2, 2, 2],...",https://stackoverflow.com/questions/25773245/ambiguity-in-pandas-dataframe-numpy-array-axis-definition,"[""I've been very confused about how python axes are defined, and whether they refer to a DataFrame's rows or columns. Consider the code below:"", ""It's perhaps simplest to remember it as 0=down and 1=across."", 'Another way to explain:', 'There are already proper answers, but I give you another example with > 2 dimensions.', ""It should be more widely known that the string aliases 'index' and 'columns' can be used in place of the integers 0/1. The aliases are much more explicit and help me remember how the calculations take place. Another alias for 'index' is 'rows'."", ""When axis='rows' or axis=0, it means access elements in the direction of the rows, up to down. If applying sum along axis=0, it will give us totals of each column."", ""I find all the other answers confusing. Here's how I think about it:""]"
225,Numpy: Should I use newaxis or None?,"In numpy one can use the 'newaxis' object in the slicing syntax to create an axis of length one, e.g.:

import numpy as np
print np.zeros((3,5))[:,np.newaxis,:].shape
# shape will be (3,1,5)
The ...",https://stackoverflow.com/questions/944863/numpy-should-i-use-newaxis-or-none,"[""In numpy one can use the 'newaxis' object in the slicing syntax to create an axis of length one, e.g.:"", 'None is allowed because numpy.newaxis is merely an alias for None.']"
226,Replace negative values in an numpy array,"Is there a simple way of replacing all negative values in an array with 0?
I'm having a complete block on how to do it using a NumPy array.
E.g.
a = array([1, 2, 3, -4, 5])

I need to return
[1, 2, 3, ...",https://stackoverflow.com/questions/10335090/replace-negative-values-in-an-numpy-array,"['Is there a simple way of replacing all negative values in an array with 0?', 'You are halfway there. Try:', 'Try numpy.clip:', 'Another minimalist Python solution without using numpy:', 'And yet another possibility:', ""Here's a way to do it in Python without NumPy. Create a function that returns what you want and use a list comprehension, or the map function.""]"
227,View onto a numpy array?,"I have a 2D numpy array. Is there a way to create a view onto it that would include the first k rows and all columns?

The point is to avoid copying the underlying data (the array is so large that ...",https://stackoverflow.com/questions/4370745/view-onto-a-numpy-array,"['I have a 2D numpy array. Is there a way to create a view onto it that would include the first k rows and all columns?', 'Sure, just index it as you normally would.  E.g. y = x[:k, :]  This will return a view into the original array. No data will be copied, and any updates made to y will be reflected in x and vice versa.']"
228,What is the difference between np.mean and tf.reduce_mean?,"In the MNIST beginner tutorial, there is the statement 

accuracy = tf.reduce_mean(tf.cast(correct_prediction, ""float""))
tf.cast basically changes the type of tensor the object is, but what is the ...",https://stackoverflow.com/questions/34236252/what-is-the-difference-between-np-mean-and-tf-reduce-mean,"['In the MNIST beginner tutorial, there is the statement', 'The functionality of numpy.mean and tensorflow.reduce_mean are the same. They do the same thing. From the documentation, for numpy and tensorflow, you can see that. Lets look at an example,', 'The key here is the word reduce, a concept from functional programming, which makes it possible for reduce_mean in TensorFlow to keep a running average of the results of computations from a batch of inputs.', 'The new documentation states that tf.reduce_mean() produces the same results as np.mean:', '1 usually refers to rows, and 2 usually refers to columns. Reducing ""over"" index 1 means to reduce rowwise.']"
229,Difference between a -= b and a = a - b in Python,"I have recently applied this solution for averaging every N rows of matrix.
Although the solution works in general I had problems when applied to a 7x1 array. I have noticed that the problem is when ...",https://stackoverflow.com/questions/35036126/difference-between-a-b-and-a-a-b-in-python,"['I have recently applied this solution for averaging every N rows of matrix.\nAlthough the solution works in general I had problems when applied to a 7x1 array. I have noticed that the problem is when using the -= operator.\nTo make a small example:', 'Note: using in-place operations on NumPy arrays that share memory in no longer a problem in version 1.13.0 onward (see details here). The two operation will produce the same result. This answer only applies to earlier versions of NumPy.', 'Internally, the difference is that this:', 'The docs say :']"
230,Consistently create same random numpy array,"I am waiting for another developer to finish a piece of code that will return an np array of shape (100,2000) with values of either -1,0, or 1.

In the meantime, I want to randomly create an array of ...",https://stackoverflow.com/questions/5836335/consistently-create-same-random-numpy-array,"['I am waiting for another developer to finish a piece of code that will return an np array of shape (100,2000) with values of either -1,0, or 1.', 'Simply seed the random number generator with a fixed value, e.g.', 'Create your own instance of numpy.random.RandomState() with your chosen seed. Do not use numpy.random.seed() except to work around inflexible libraries that do not let you pass around your own RandomState instance.', ""If you are using other functions relying on a random state, you can't just set and overall seed, but should instead create a function to generate your random list of number and set the seed as a parameter of the function. This will not disturb any other random generators in the code:"", 'It is important to understand what is the seed of a random generator and when/how it is set in your code (check e.g. here for a nice explanation of the mathematical meaning of the seed).', ""I just want to clarify something in regard to @Robert Kern answer just in case that is not clear. Even if you do use the RandomState you would have to initialize it every time you call a numpy random method like in Robert's example otherwise you'll get the following results.""]"
231,How can I remove Nan from list Python/NumPy,"I have a list that countain values, one of the values I got is 'nan'

countries= [nan, 'USA', 'UK', 'France']
I tried to remove it, but I everytime get an error 

cleanedList = [x for x in countries ...",https://stackoverflow.com/questions/21011777/how-can-i-remove-nan-from-list-python-numpy,"[""I have a list that countain values, one of the values I got is 'nan'"", 'The question has changed, so to has the answer:', 'The problem comes from the fact that np.isnan() does not handle string values correctly. For example, if you do:', 'Using your example where...', 'This should remove all NaN. Of course, I assume that it is not a string here but actual NaN (np.nan).', 'use numpy fancy indexing:', 'if you check for the element type', 'I like to remove missing values from a list like this:', ""In your example 'nan' is a string so instead of using isnan() just check for the string"", 'Another way to do it would include using filter like this:', ""I noticed that Pandas for example will return 'nan' for blank values. Since it's not a string you need to convert it to one in order to match it. For example:""]"
232,NumPy selecting specific column index per row by using a list of indexes,"I'm struggling to select the specific columns per row of a NumPy matrix.

Suppose I have the following matrix which I would call X:

[1, 2, 3]
[4, 5, 6]
[7, 8, 9]
I also have a list of column indexes ...",https://stackoverflow.com/questions/23435782/numpy-selecting-specific-column-index-per-row-by-using-a-list-of-indexes,"[""I'm struggling to select the specific columns per row of a NumPy matrix."", ""If you've got a boolean array you can do direct selection based on that like so:"", 'You can do something like this:', 'A simple way might look like:', 'Recent numpy versions have added a take_along_axis (and put_along_axis) that does this indexing cleanly.', 'You can do it by using iterator. Like this:', 'Another clever way is to first transpose the array and index it thereafter. Finally, take the diagonal, its always the right answer.']"
233,Change values on matplotlib imshow() graph axis,"Say I have some input data:

data = np.random.normal(loc=100,scale=10,size=(500,1,32))
hist = np.ones((32,20)) # initialise hist
for z in range(32):
    hist[z],edges = np.histogram(data[:,0,z],bins=...",https://stackoverflow.com/questions/18696122/change-values-on-matplotlib-imshow-graph-axis,"['Say I have some input data:', 'I would try to avoid changing the xticklabels if possible, otherwise it can get very confusing if you for example overplot your histogram with additional data.', 'I had a similar problem and google was sending me to this post. My solution was a bit different and less compact, but hopefully this can be useful to someone.']"
234,Convert 2d numpy array into list of lists [duplicate],"I use an external module (libsvm), which does not support numpy arrays, only tuples, lists and dicts. But my data is in a 2d numpy array. How can I convert it the pythonic way, aka without loops. 

&...",https://stackoverflow.com/questions/9721884/convert-2d-numpy-array-into-list-of-lists,"['I use an external module (libsvm), which does not support numpy arrays, only tuples, lists and dicts. But my data is in a 2d numpy array. How can I convert it the pythonic way, aka without loops.', 'You can simply cast the matrix to list with matrix.tolist(), proof:']"
235,Is there special significance to 16331239353195370.0?,"Using import numpy as np I've noticed that 

np.tan(np.pi/2)
gives the number in the title and not np.inf

16331239353195370.0
I'm curious about this number. Is it related to some system machine ...",https://stackoverflow.com/questions/38295501/is-there-special-significance-to-16331239353195370-0,"[""Using import numpy as np I've noticed that"", ""pi isn't exactly representable as Python float (same as the platform C's double type).  The closest representable approximation is used.""]"
236,how to split column of tuples in pandas dataframe?,"I have a pandas dataframe (this is only a little piece)

>>> d1
   y norm test  y norm train  len(y_train)  len(y_test)  \
0    64.904368    116.151232          1645          549   
1    70....",https://stackoverflow.com/questions/29550414/how-to-split-column-of-tuples-in-pandas-dataframe,"['I have a pandas dataframe (this is only a little piece)', 'You can do this by doing pd.DataFrame(col.tolist()) on that column:', ""On much larger datasets, I found that .apply() is few orders slower than pd.DataFrame(df['b'].values.tolist(), index=df.index)"", 'The str accessor that is available to pandas.Series objects of dtype == object is actually an iterable.', 'I think a simpler way is:', 'I know this is from a while ago, but a caveat of the second solution:']"
237,deleting rows in numpy array,"I have an array that might look like this:

ANOVAInputMatrixValuesArray = [[ 0.96488889, 0.73641667, 0.67521429, 0.592875, 
0.53172222], [ 0.78008333, 0.5938125, 0.481, 0.39883333, 0.]]
Notice that ...",https://stackoverflow.com/questions/3877491/deleting-rows-in-numpy-array,"['I have an array that might look like this:', 'The simplest way to delete rows and columns from arrays is the numpy.delete method.', ""Here's a one liner (yes, it is similar to user333700's, but a little more straightforward):"", ""This is similar to your original approach, and will use less space than unutbu's answer, but I suspect it will be slower."", ""numpy provides a simple function to do the exact same thing:\nsupposing you have a masked array 'a', calling numpy.ma.compress_rows(a) will delete the rows containing a masked value.\nI guess this is much faster this way..."", ""I might be too late to answer this question, but wanted to share my input for the benefit of the community. For this example, let me call your matrix 'ANOVA', and I am assuming you're just trying to remove rows from this matrix with 0's only in the 5th column.""]"
238,float64 with pandas to_csv,"I'm reading a CSV with float numbers like this:

Bob,0.085
Alice,0.005
And import into a dataframe, and write this dataframe to a new place

df = pd.read_csv(orig)
df.to_csv(pandasfile)
Now this ...",https://stackoverflow.com/questions/12877189/float64-with-pandas-to-csv,"[""I'm reading a CSV with float numbers like this:"", 'As mentioned in the comments, it is a general floating point problem.', 'UPDATE: Answer was accurate at time of writing, and floating point precision is still not something you get by default with to_csv/read_csv (precision-performance tradeoff; defaults favor performance).']"
